station_no,road_link,location,aadt,aadt_excluding_mc,aadt_pcu,aadt_pcu_excluding_mc,year,detail_url,timestamp,demand,stop_id,stop_name,route_id,data_source,traffic_year,traffic_station_no,traffic_road_link,traffic_aadt,traffic_aadt_pcu,latitude,longitude,capacity_limit,fetched_at
68,H1606,Ring Road (Narayan Gopal Chowk),41091,19389,36402,25551,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/68,2012-01-01,1517,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2011/12,68,H1606,41091,36402,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,H1606,Ring Road (Narayan Gopal Chowk),38695,16298,33598,22399,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/228,2013-01-01,1400,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2012/13,68,H1606,38695,33598,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,H1606,Ring Road (Narayan Gopal Chowk),44007,19205,39798,27353,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/388,2015-01-01,1658,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2014/15,68,H1606,44007,39798,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,H1606,Ring Road (Narayan Gopal Chowk),26000,13236,27947,21557,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/548,2016-01-01,1164,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2015/16,68,H1606,26000,27947,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,H1606,Ring Road (Narayan Gopal Chowk),38994,18847,37613,27539,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/708,2017-01-01,1567,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2016/17,68,H1606,38994,37613,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,H1606,Ring Road (Narayan Gopal Chowk),91255,28418,71815,40397,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/868,2019-01-01,2992,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2018/19,68,H1606,91255,71815,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,NH39-006,Ring Road (Narayan Gopal Chowk),58064,20414,48454,29629,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/1028,2021-01-01,2019,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2020/21,68,NH39-006,58064,48454,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,NH39-006,Ring Road (Narayan Gopal Chowk),71490,23990,57873,34099,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/1188,2022-01-01,2411,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2021/22,68,NH39-006,71490,57873,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,NH39-006,Ring Road (Narayan Gopal Chowk),69233,25825,56923,35218,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/1348,2023-01-01,2372,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2022/23,68,NH39-006,69233,56923,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
68,NH39-006,Ring Road (Narayan Gopal Chowk),70123,20936,53170,28574,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Narayan Gopal Chowk-1/1586,2025-01-01,2215,Ring_Road_Narayan_Gopal_Chowk,Ring Road (Narayan Gopal Chowk),Ring Road Corridor,dor_portal_live,2024/25,68,NH39-006,70123,53170,27.741,85.333,2500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,22423,9294,17550,10985,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/69,2012-01-01,731,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2011/12,69,F02502,22423,17550,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,17206,7487,13689,8830,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/229,2013-01-01,570,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2012/13,69,F02502,17206,13689,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,26535,10355,19950,11860,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/389,2015-01-01,831,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2014/15,69,F02502,26535,19950,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,41830,14573,34470,20831,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/549,2016-01-01,1436,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2015/16,69,F02502,41830,34470,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,29544,11988,22695,13918,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/709,2017-01-01,946,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2016/17,69,F02502,29544,22695,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,50815,19345,39211,23476,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/869,2019-01-01,1634,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2018/19,69,F02502,50815,39211,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,42998,14283,31595,17237,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/1029,2021-01-01,1316,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2020/21,69,F02502,42998,31595,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,38052,13942,28416,16351,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/1189,2022-01-01,1184,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2021/22,69,F02502,38052,28416,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,43431,14182,31523,16891,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/1349,2023-01-01,1313,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2022/23,69,F02502,43431,31523,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
69,F02502,Gangalal Hospital North,45025,12944,29328,15315,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Gangalal Hospital North/1587,2025-01-01,1222,Gangalal_Hospital_North,Gangalal Hospital North,Chabahil - Jorpati Corridor,dor_portal_live,2024/25,69,F02502,45025,29328,27.717,85.3445,500,2026-08-08T17:04:54.833838+05:45
70,F02103,Balaju Bypass North,13411,4313,10174,5625,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/70,2012-01-01,424,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2011/12,70,F02103,13411,10174,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,F02103,Balaju Bypass North,20223,4622,14032,6231,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/230,2013-01-01,585,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2012/13,70,F02103,20223,14032,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,F02103,Balaju Bypass North,22482,7121,17401,9706,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/390,2015-01-01,725,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2014/15,70,F02103,22482,17401,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,F02103,Balaju Bypass North,29011,8081,21424,10289,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/550,2016-01-01,893,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2015/16,70,F02103,29011,21424,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,F02103,Balaju Bypass North,7745,2178,6006,3222,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/710,2017-01-01,250,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2016/17,70,F02103,7745,6006,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,F02103,Balaju Bypass North,22302,11943,22711,17531,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/870,2019-01-01,946,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2018/19,70,F02103,22302,22711,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,NH18-001,Balaju Bypass North,17304,4068,12649,6023,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/1030,2021-01-01,527,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2020/21,70,NH18-001,17304,12649,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,NH18-001,Balaju Bypass North,21112,4177,14149,5681,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/1190,2022-01-01,590,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2021/22,70,NH18-001,21112,14149,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,NH18-001,Balaju Bypass North,19091,4450,13776,6450,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/1350,2023-01-01,574,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2022/23,70,NH18-001,19091,13776,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
70,NH18-001,Balaju Bypass North,5547,1592,4798,2821,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Balaju Bypass North/1589,2025-01-01,200,Balaju_Bypass_North,Balaju Bypass North,Ring Road Corridor,dor_portal_live,2024/25,70,NH18-001,5547,4798,27.7325,85.3055,250,2026-08-08T17:04:54.833838+05:45
71,H1608,Ring Road (Banasthali),21153,14530,25841,22529,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/71,2012-01-01,1077,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2011/12,71,H1608,21153,25841,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,H1608,Ring Road (Banasthali),27582,17545,31811,26788,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/231,2013-01-01,1325,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2012/13,71,H1608,27582,31811,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,H1608,Ring Road (Banasthali),24770,12170,24563,18263,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/391,2015-01-01,1023,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2014/15,71,H1608,24770,24563,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,H1608,Ring Road (Banasthali),33868,15725,33466,24392,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/551,2016-01-01,1394,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2015/16,71,H1608,33868,33466,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,H1608,Ring Road (Banasthali),38734,19066,39722,29888,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/711,2017-01-01,1655,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2016/17,71,H1608,38734,39722,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,H1608,Ring Road (Banasthali),56124,27292,58512,44096,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/871,2019-01-01,2438,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2018/19,71,H1608,56124,58512,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,NH39-009,Ring Road (Banasthali),51458,21477,47569,32578,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/1031,2021-01-01,1982,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2020/21,71,NH39-009,51458,47569,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,NH39-009,Ring Road (Banasthali),54982,22526,51425,35171,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/1191,2022-01-01,2143,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2021/22,71,NH39-009,54982,51425,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,NH39-009,Ring Road (Banasthali),43679,17340,41147,27963,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/1351,2023-01-01,1714,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2022/23,71,NH39-009,43679,41147,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
71,NH39-009,Ring Road (Banasthali),54958,22034,48980,32512,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Ring Road -2Banasthali-1/1590,2025-01-01,2041,Ring_Road_Banasthali,Ring Road (Banasthali),Ring Road Corridor,dor_portal_live,2024/25,71,NH39-009,54958,48980,27.726,85.2985,1500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,23679,7688,17914,9919,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/72,2012-01-01,746,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2011/12,72,F02201,23679,17914,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,20319,6411,16051,9097,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/232,2013-01-01,669,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2012/13,72,F02201,20319,16051,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,15558,5637,13466,8506,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/392,2015-01-01,561,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2014/15,72,F02201,15558,13466,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,13915,5647,12181,8047,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/552,2016-01-01,508,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2015/16,72,F02201,13915,12181,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,24595,7102,18709,9962,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/712,2017-01-01,780,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2016/17,72,F02201,24595,18709,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,25145,9916,21585,13971,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/872,2019-01-01,899,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2018/19,72,F02201,25145,21585,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,23803,8806,19723,12224,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/1032,2021-01-01,822,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2020/21,72,F02201,23803,19723,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,23526,9016,19634,12378,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/1192,2022-01-01,818,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2021/22,72,F02201,23526,19634,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,23192,8125,18794,11256,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/1352,2023-01-01,783,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2022/23,72,F02201,23192,18794,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
72,F02201,T.U. Gate,24537,9025,19689,11932,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/T.U. Gate/1607,2025-01-01,820,T_U_Gate,T.U. Gate,Kathmandu Valley Corridor,dor_portal_live,2024/25,72,F02201,24537,19689,27.716,85.319,500,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,5781,1952,4586,2671,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/73,2012-01-01,191,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2011/12,73,F02202,5781,4586,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,10947,8173,27110,25723,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/233,2013-01-01,1130,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2012/13,73,F02202,10947,27110,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,5805,2524,5142,3502,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/393,2015-01-01,214,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2014/15,73,F02202,5805,5142,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,5340,1953,4354,2661,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/553,2016-01-01,181,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2015/16,73,F02202,5340,4354,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,6652,2943,6305,4451,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/713,2017-01-01,263,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2016/17,73,F02202,6652,6305,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,10923,4562,9507,6326,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/873,2019-01-01,396,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2018/19,73,F02202,10923,9507,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,10469,3815,8445,5117,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/1033,2021-01-01,352,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2020/21,73,F02202,10469,8445,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,11150,4329,9047,5637,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/1193,2022-01-01,377,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2021/22,73,F02202,11150,9047,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,11162,3415,8609,4736,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/1353,2023-01-01,359,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2022/23,73,F02202,11162,8609,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
73,F02202,Taudaha,13571,4781,10684,6289,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Taudaha/1592,2025-01-01,445,Taudaha,Taudaha,Tribhuvan Rajpath Corridor,dor_portal_live,2024/25,73,F02202,13571,10684,27.635,85.2925,250,2026-08-08T17:04:54.833838+05:45
74,H0214,Nagdhunga,9773,8668,20497,19945,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/74,2012-01-01,854,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2011/12,74,H0214,9773,20497,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,H0214,Nagdhunga,7899,6653,15926,15303,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/234,2013-01-01,664,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2012/13,74,H0214,7899,15926,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,H0214,Nagdhunga,9178,7531,16017,15191,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/394,2015-01-01,667,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2014/15,74,H0214,9178,16017,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,H0214,Nagdhunga,10692,8769,22096,21135,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/554,2016-01-01,921,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2015/16,74,H0214,10692,22096,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,H0214,Nagdhunga,11872,9260,22132,20826,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/714,2017-01-01,922,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2016/17,74,H0214,11872,22132,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,H0214,Nagdhunga,12953,10606,26733,25560,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/874,2019-01-01,1114,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2018/19,74,H0214,12953,26733,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,NH41-013,Nagdhunga,13929,10531,24898,23199,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/1034,2021-01-01,1037,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2020/21,74,NH41-013,13929,24898,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,NH41-013,Nagdhunga,13662,10313,25837,24163,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/1194,2022-01-01,1077,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2021/22,74,NH41-013,13662,25837,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,NH41-013,Nagdhunga,11490,8898,21370,20074,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/1354,2023-01-01,890,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2022/23,74,NH41-013,11490,21370,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
74,NH41-013,Nagdhunga,8441,6639,16377,15477,2024/25,https://ssrn.dor.gov.np/traffic_controller/get_detail/Nagdhunga/1593,2025-01-01,682,Nagdhunga,Nagdhunga,Tribhuvan Rajpath Corridor,dor_portal_live,2024/25,74,NH41-013,8441,16377,27.692,85.232,250,2026-08-08T17:04:54.833838+05:45
157,H1610,Kalanki,30176,15271,31293,23840,2011/12,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/157,2012-01-01,1304,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2011/12,157,H1610,30176,31293,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,H1610,Kalanki,29411,13186,27729,19616,2012/13,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/317,2013-01-01,1155,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2012/13,157,H1610,29411,27729,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,H1610,Kalanki,25050,11940,25603,19048,2014/15,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/477,2015-01-01,1067,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2014/15,157,H1610,25050,25603,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,H1610,Kalanki,27734,14223,29861,22809,2015/16,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/637,2016-01-01,1244,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2015/16,157,H1610,27734,29861,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,H1610,Kalanki,22446,10809,25165,19346,2016/17,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/797,2017-01-01,1049,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2016/17,157,H1610,22446,25165,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,H1610,Kalanki,31116,15075,35485,27464,2018/19,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/957,2019-01-01,1479,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2018/19,157,H1610,31116,35485,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,NH39-011,Kalanki,59744,24487,54720,37090,2020/21,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/1117,2021-01-01,2280,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2020/21,157,NH39-011,59744,54720,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,NH39-011,Kalanki,48668,21831,46009,32591,2021/22,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/1277,2022-01-01,1917,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2021/22,157,NH39-011,48668,46009,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
157,NH39-011,Kalanki,67292,28014,57759,38119,2022/23,https://ssrn.dor.gov.np/traffic_controller/get_detail/Kalanki/1437,2023-01-01,2407,Kalanki,Kalanki,Ring Road Corridor,dor_portal_live,2022/23,157,NH39-011,67292,57759,27.6931,85.2806,2500,2026-08-08T17:04:54.833838+05:45
